Name,Ownership,Type,Gender,Province
REHBAR INDUSTRIAL HOME CENTRE,Private,Vocational,Both,Punjab   /   Khanewal
DASTKARI SCHOOL,Private,Vocational,Both,Punjab   /   Khanewal
NEW UL MASOOM COMPUTER COLLEGE,Private,Vocational,Male,Punjab   /   Khanewal
SWAIRA DASTKARI TRAINING CENTRE,Private,Vocational,Male,Punjab   /   Khanewal
YOUNG ITTEHAD VOCATIONAL CENTRE,Private,Vocational,Male,Punjab   /   Khanewal
MOON DASTKARI SCHOOL,Private,Vocational,Male,Punjab   /   Khanewal
AROOJ TRAINING SALAI CENTRE,Private,Vocational,Male,Punjab   /   Khanewal
MOEEN UL ISLAM TECHNICAL TRAINING CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
BAHAU DIN ZAKRYIA POLY TECHNIC INSTITUTE,Private,Vocational,Male,Punjab   /   Rawalpindi
CENTRE FOR AGRICULTURAL MACHINERY INDUSTRIES,Private,Vocational,Male,Punjab   /   Lodhran
ALLAMA IQBAL VOCATIONAL INSTITUTE,Private,Vocational,Male,Punjab   /   Multan
PARADISE CITIZEN COMMUNITY BOARD VOCATIONAL SCHOOL,Private,Vocational,Male,Punjab   /   Multan
FATIMA VOCATIONAL INSTITUTE,Private,Vocational,Female,Punjab   /   Multan
EUREKA COMPUTER INSTITUTE COLLEGE,Private,Vocational,Male,Punjab   /   Multan
EUREKA ACADEMY & COMPUTER ISTITUTE,Private,Vocational,Male,Punjab   /   Multan
ANJAMAN FALH O BEHBOOD,Private,Vocational,Male,Punjab   /   Multan
IT CENTER,Private,Vocational,Both,Punjab   /   Multan
DASTKARI SCHOOL BAITULMAL,Private,Vocational,Both,Punjab   /   Multan
DEHI MAZDOOR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Multan
SAJID TECHNICAL TRAINNING INSTITUTE,Private,Vocational,Both,Punjab   /   Multan
"SWEDISH INSTITUTE OF TECHNOLOGY,  MULTAN",Private,Vocational,Both,Punjab   /   Multan
SHAHEEN ADVERTISING ACADEMY,Private,Vocational,Both,Punjab   /   Multan
JINNAH INSTITUTE OF Technology,Private,Vocational,Both,Punjab   /   Multan
NADIY ISLAM MUJAHID EDUCATIONL CENTRE,Private,Vocational,Both,Punjab   /   Multan
ASHI INDUSTRIAL HOME,Private,Vocational,Both,Punjab   /   Multan
COLLEGE OF COMPUTER SCIENCE,Private,Vocational,Both,Punjab   /   Multan
"ALLAMA IQBAL COLLEGE OF TECHNOLOGY, MULTAN",Private,Vocational,Both,Punjab   /   Multan
SAWERA PUBLIC SCHOOL,Private,Vocational,Both,Punjab   /   Multan
AL QURASH SOCIETY,Private,Vocational,Both,Punjab   /   Multan
MUMTAZ HIGH PUBLIC SCHOOL,Private,Vocational,Both,Punjab   /   Multan
OXFORD COLLEGE,Private,Vocational,Both,Punjab   /   Multan
BRITISH COLLEGE,Private,Vocational,Both,Punjab   /   Multan
EVER TRAINING CENTER,Private,Vocational,Both,Punjab   /   Multan
SEWING CENTER,Private,Vocational,Both,Punjab   /   Multan
ASIA Technology COLLEGE MULTAN,Private,Vocational,Both,Punjab   /   Multan
N RAHALI SCIENCE & EDUCATION CENTRE,Private,Vocational,Both,Punjab   /   Multan
SUGHRA EMBROIDERY TRAINING CENTER,Private,Vocational,Both,Punjab   /   Pakpattan
DASTKARI SCHOOL FOR WOMEN,Private,Vocational,Both,Punjab   /   Pakpattan
ZAKARIA TECHNICAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Pakpattan
TWILIGHT COMPUTER STUDIES,Private,Vocational,Both,Punjab   /   Pakpattan
KHAN VOCATIONAL CENTER,Private,Vocational,Both,Punjab   /   Pakpattan
EDUCATOR COMPUTER TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Pakpattan
DAHI MAZDOOR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Pakpattan
KINAT VOCATIONAL TRAINING INSTATUTE CENTRE,Private,Vocational,Both,Punjab   /   Pakpattan
ANJUMAN E ARYIAN SALAI SCHOOL,Private,Vocational,Both,Punjab   /   Pakpattan
BRIGHT FUTURE COLLEGE,Private,Vocational,Both,Punjab   /   Pakpattan
ARIF WALA DEVELOPMENT VOCATIONAL CENTRE,Private,Vocational,Both,Punjab   /   Pakpattan
SHUAE NOOR VOCATIONAL CENTRE,Private,Vocational,Both,Punjab   /   Pakpattan
BATKHAILA RAVIAN COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Pakpattan
ZANANA DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Pakpattan
PICS INSTITUTE OF COMPUTER,Private,Vocational,Both,Punjab   /   Pakpattan
BOKHARI DASTKARI TRAINING SCHOOL,Private,Vocational,Both,Punjab   /   Pakpattan
GHULAM  VOCATIONAL CENTRE,Private,Vocational,Both,Punjab   /   Pakpattan
BEAUTY SALOON TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Pakpattan
SCHOLARS TAILRING SCHOOL,Private,Vocational,Both,Punjab   /   Pakpattan
BALQEES SEWING CENTRE,Private,Vocational,Both,Punjab   /   Pakpattan
ANMOL SEWING SCHOOL,Private,Vocational,Both,Punjab   /   Sahiwal
AL- HAMMAD COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Sahiwal
COLLEGE OF SCIENTIFIC STUDIES,Private,Vocational,Both,Punjab   /   Sahiwal
BURKLEY COLLEGE OF COMPUTER SCIENCE,Private,Vocational,Both,Punjab   /   Sahiwal
DASTKARI SCHOOL P B M PAKISTAN,Private,Vocational,Both,Punjab   /   Sahiwal
JAMIL COLLEGE OF COMPUTER SCIENCE,Private,Vocational,Both,Punjab   /   Sahiwal
SUGHRA SEWING CENTRE,Private,Vocational,Both,Punjab   /   Sahiwal
ROBINA SEWING CENTRE,Private,Vocational,Both,Punjab   /   Sahiwal
RAMSH VOCATIONAL SCHOOL,Private,Vocational,Both,Punjab   /   Sahiwal
MODREN VOCATIONAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Sahiwal
DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Sahiwal
DASTKARI SCHOOL,Private,Vocational,Both,Punjab   /   Sahiwal
DASTKARI SCHOOL OF SOCIAL WELFARE,Private,Vocational,Both,Punjab   /   Sahiwal
DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Sahiwal
DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Sahiwal
QUAID-E- AZAM POLY TECHNIC COLLEGE,Private,Vocational,Both,Punjab   /   Gujranwala
ALLAMA IQBAL POLYTECHNIC INSTITUTE,Private,Technical,Both,Punjab   /   Gujranwala
NATIONAL POLY TECHNIC INSTITUTE,Private,Vocational,Both,Punjab   /   Gujranwala
QUAID-E-AZAM COLLEGE OF ENGINEERING Technology,Private,Vocational,Both,Punjab   /   Gujranwala
COMMUNITY TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Gujranwala
DASTKARI SCHOOL,Private,Vocational,Both,Punjab   /   Gujranwala
DASTKARI SCHOOL,Private,Vocational,Both,Punjab   /   Gujranwala
FANCY DASTKARI CENTRE,Private,Vocational,Both,Punjab   /   Gujranwala
ZAIDI COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Gujranwala
ALLIED COMPUTER TRAINING CENTER,Private,Vocational,Both,Punjab   /   Vehari
THE SAHIWAL COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Vehari
SHAHEEN INSTITUTE OF COMPUTER SCIENCE,Private,Vocational,Both,Punjab   /   Vehari
DISTRICT INDUSTRIAL HOME,Private,Vocational,Both,Punjab   /   Vehari
ITTIHAD TEXTILE AND COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Vehari
QUICK MOTER DRIVING SCHOOL SAHIWAL,Private,Vocational,Both,Punjab   /   Vehari
CRISIS CENTRE FOR WOMEN INSTITUTION,Private,Vocational,Both,Punjab   /   Vehari
UNIVERSAL COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Vehari
BISMILLAH WELFARE DASTKARI SCHOOL,Private,Vocational,Both,Punjab   /   Vehari
DOCTOR WALA PROJECT SILAI CENTRE,Private,Vocational,Both,Punjab   /   Vehari
SOCIAL WELFARE SILAI CENTRE,Private,Vocational,Both,Punjab   /   Vehari
PUBLIC DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Vehari
SHAN SILAI CENTRE,Private,Vocational,Both,Punjab   /   Vehari
NAWAB SONS COLLEGE OF COMPUTER SCIENCE,Private,Vocational,Both,Punjab   /   Vehari
WALI COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Vehari
TEK ZON COLLEGE OF COMPUTER SCIENCES,Private,Vocational,Both,Punjab   /   Attock
MADINA WELFARE SOCIETY VOCATIONAL SCHOOL,Private,Vocational,Both,Punjab   /   Attock
ARENA COLLEGE OF COMPUTER SCIENCES,Private,Vocational,Both,Punjab   /   Attock
JINNAH PARA MEDICAL SCHOOL,Private,Vocational,Both,Punjab   /   Attock
ANMOOL DASTKARI SCHOOL,Private,Vocational,Both,Punjab   /   Attock
GEO COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Attock
DOT COMERCIAL COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Attock
PAK TECHNICAL TRAINING CENTRE,Private,Technical,Both,Punjab   /   Attock
HAMZA COMPUTER ACADEMY,Private,Vocational,Both,Punjab   /   Attock
DANISH COMPUTER ACADEMY,Private,Vocational,Both,Punjab   /   Attock
COMPACK COMPUTER COLLEGE,Private,Vocational,Both,Punjab   /   Attock
BEAUTY POINT AND PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Attock
ALI TECHNICAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Attock
BEAUTY PIONT & TRAINING CENTER,Private,Vocational,Both,Punjab   /   Attock
SUNSHINE DASTKARI SCHOOL FOR GIRLS,Private,Vocational,Both,Punjab   /   Chakwal
ATTOCK TECHNICAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Chakwal
BRAINS COMPUTER ACADEMY,Private,Vocational,Both,Punjab   /   Chakwal
ASLAM QURESHI MEMORIAL COMPUTER INSTITUTE,Private,Vocational,Both,Punjab   /   Chakwal
TAREEN COMPUTER ACADEMY,Private,Vocational,Both,Punjab   /   Chakwal
WORLD TECH COMPUTER ACADEMY,Private,Vocational,Both,Punjab   /   Chakwal
FRIENDS VOCATIONAL FOR WOMEN,Private,Vocational,Both,Punjab   /   Chakwal
COMMUNITY WELFARE ORGANIZATION,Private,Vocational,Both,Punjab   /   Chakwal
SACHET YOUTH FRIENDLY CENTRE FOR BOYS,Private,Vocational,Both,Punjab   /   Chakwal
SACHET YOUTH FRIENDLY CENTRE FOR GIRLS,Private,Vocational,Both,Punjab   /   Chakwal
ENTERHELP COMPUTER TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Chakwal
SUFFAH WELFARE TRUST,Private,Vocational,Both,Punjab   /   Chakwal
SACHET YOUTH FRIENDLY CENTRE FOR GIRLS,Private,Vocational,Both,Punjab   /   Chakwal
DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Chakwal
TAHMEER E MILLAT VOCATIONAL CENTRE,Private,Vocational,Both,Punjab   /   Chakwal
COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Chakwal
SACHI YOUNIS FRIENDLY CENTRE,Private,Vocational,Both,Punjab   /   Chakwal
MAJEED MALIK FOUNDATION,Private,Vocational,Both,Punjab   /   Chakwal
SACHET YOUTH FRIENDLY CENTRE FOR BOYS,Private,Vocational,Both,Punjab   /   Chakwal
SACHET YOUTH FRIENDLY CENTRE FOR WOMEN,Private,Vocational,Both,Punjab   /   Chakwal
VOCATIONAL DASTAKARI SCHOOL PAKISTAN BAIT UL MALL,Private,Vocational,Both,Punjab   /   Chakwal
VOCATIONAL TRAINING INSTITUTE,Private,Vocational,Both,Punjab   /   Chakwal
RAJA SARFRAZ KHAN INSTITUTE,Private,Vocational,Both,Punjab   /   Chakwal
OXFORD COMPUTER TRAINING CENTER,Private,Vocational,Both,Punjab   /   Chakwal
FOUJI FOUNDATION TECHINICAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Chakwal
QAZI DASTAKARI CENTER,Private,Vocational,Both,Punjab   /   Chakwal
SOCIAL WELFARE DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Chakwal
"MAKKAH COLLEGE OF TechnologMAKKAH COLLEGE OF TECHNOLOGY, TRAFFIC CHOWK  TALAGANGy",Private,Vocational,Both,Punjab   /   Chakwal
ZAINAB COMPUTER ACADEMY,Private,Vocational,Both,Punjab   /   Jhelum
DEHI MAZDOOR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
REALTEC INFORMATIC  CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
INSTITUTE OF COMPUTER SCIENCE,Private,Vocational,Both,Punjab   /   Jhelum
COMTECH INFORMATICS CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
ORIENT COMPUTER SCIENCE FOUNDATION,Private,Vocational,Both,Punjab   /   Jhelum
PUNJAB COLLEGE OF Technology,Private,Vocational,Both,Punjab   /   Jhelum
JAMIA ISLAHE MILLAT DASTAKARI,Private,Vocational,Both,Punjab   /   Jhelum
COMPUTER CITY TRAINING CENTER,Private,Vocational,Both,Punjab   /   Jhelum
UIML COLLEGE,Private,Vocational,Both,Punjab   /   Jhelum
OXFORD COMPUTER TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
IQBAL DASTHORI SCHOOL,Private,Vocational,Both,Punjab   /   Jhelum
SONO BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Jhelum
ALFALAH COMMUNITY CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
VOCATIONAL DASTKARY SCHOOL,Private,Vocational,Both,Punjab   /   Jhelum
MUSKAN BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Jhelum
WASSI UL KHIDMAT WELFARE SOCIETY,Private,Vocational,Both,Punjab   /   Jhelum
NADIA BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Jhelum
CLIMAX BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Jhelum
APWA BRANCH VOCATIONAL INSTITUTE,Private,Vocational,Both,Punjab   /   Jhelum
LOGICS COMPUTERS SYSTEMS,Private,Vocational,Both,Punjab   /   Jhelum
OYSTER COMPUTER INSTITUTE,Private,Vocational,Both,Punjab   /   Jhelum
PAKISTAN BAITULMALL DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Jhelum
KHAIR UN NASS TANZEEM COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
STYLISH BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Jhelum
KEHKASHAN BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Jhelum
KAHKASHAN BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Jhelum
ASIAN BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
FATIMA JINNAH WELFARE SOCIETY,Private,Vocational,Both,Punjab   /   Jhelum
FATIMA JINNAH WELFARE SOCIETY,Private,Vocational,Both,Punjab   /   Jhelum
SPLENDID LADY BEAUTY INSTITUTE,Private,Vocational,Both,Punjab   /   Jhelum
ASIAN BRIGHT BEAUTY PARLOUR T.C.,Private,Vocational,Both,Punjab   /   Jhelum
NEW STAR BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
NEW MORNING BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Jhelum
MORNING GLORY BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Jhelum
FOUJI FOUNDATION TECNICAL TRAINING INSTITUTE,Private,Vocational,Both,Punjab   /   Jhelum
SEA ROSE BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Jhelum
PAKISTAN INSTITUTE OF COMPUTERS,Private,Vocational,Both,Punjab   /   Jhelum
FATIMA NAWAB WELFARE TRUST,Private,Vocational,Both,Punjab   /   Jhelum
BEAUTY SPOT & TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
CAPT MOAZAM ALI SHAHEED COLLEGE OF COMPUTER SCIENCES,Private,Vocational,Both,Punjab   /   Jhelum
MICRO COMPUTERS INSTITUTE & NET CAFE,Private,Vocational,Both,Punjab   /   Jhelum
INT MOTOR DRIVING TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
WORLD WIDE EDUCATION CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
WHITE ROSE BEAUTY  PARLOR & TRANING CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
MUSKAN BEAUTY PARLOUR & TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
NC COMPUTER & SCIENCE ACADEMY,Private,Vocational,Both,Punjab   /   Jhelum
SHAINA BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
HINA BEAUTY PARLOUR & TRANING CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
SOLA SINGHAR BEAUTY SALOON,Private,Vocational,Both,Punjab   /   Jhelum
P O F INSTITUTE OF Technology,Private,Vocational,Both,Punjab   /   Jhelum
DARE ARQAM COMPUTER INSTITUTE,Private,Vocational,Both,Punjab   /   Jhelum
TAMEER E MILLAT COMPUTER CENTER,Private,Vocational,Both,Punjab   /   Jhelum
AIMS COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
MEHAK COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Jhelum
DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Jhelum
RAJ BUKHSH VOCATIONAL TRAINING,Private,Vocational,Both,Punjab   /   Jhelum
NASHEMAN SCHOOL,Private,Vocational,Both,Punjab   /   Jhelum
NEW KASHES BEAUTY & TR CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
CASCADE COLLEGE OF PROFESSIONAL,Private,Vocational,Both,Punjab   /   Jhelum
CASCADE COLLEGE OF PROFESSIONAL STUDIES,Private,Vocational,Both,Punjab   /   Jhelum
SOBIA DASTKARI CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
DAWN INSTITUTE OF COMPUTER SCIENCE,Private,Vocational,Both,Punjab   /   Jhelum
ANMOL VOCATIONAL TRAINING SCHOOL,Private,Vocational,Both,Punjab   /   Jhelum
UNIVERSAL COMPUTER CENTER,Private,Vocational,Both,Punjab   /   Jhelum
FAIZ UL ISLAM INSTITUTE OF Technology,Private,Vocational,Both,Punjab   /   Jhelum
AN NISA FOUNDATION SCHOOL,Private,Vocational,Both,Punjab   /   Jhelum
SAMEER COMPUTER INSTITUTE,Private,Vocational,Both,Punjab   /   Jhelum
UK - INSTITUTE COMPUTER SCIENCES,Private,Vocational,Both,Punjab   /   Jhelum
MUSTAFAI WELFARE SALAI CENTRE,Private,Vocational,Both,Punjab   /   Jhelum
SWARI SKILL CENTRE  NO 1,Private,Vocational,Both,Punjab   /   Jhelum
SUPER VOCATIONAL INSTITUTE OF GLOBAL TECHNOLOGIES,Private,Vocational,Both,Punjab   /   Jhelum
SCHOLARS INSTITUTE OF COMPUTERS EDUCATION,Private,Vocational,Both,Punjab   /   Rawalpindi
KHAWAR ENGLISH INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
THE NEW LEXICON INSTITUTE OF SPOKEN ENGLISH,Private,Vocational,Both,Punjab   /   Rawalpindi
STEP TO LEARN FOR SPECIAL EDUCATION & REHABILITATION CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
PAKISTAN ARTS COUNCIL HOME SCIENCES VOCATIONAL,Private,Vocational,Both,Punjab   /   Rawalpindi
ANJUMAN FALAH E BEHBOOD,Private,Vocational,Both,Punjab   /   Rawalpindi
SKY VIEW TECHNICAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
AL FAISAL VOCATIONAL INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
UNIVERSAL INSTITUTE OF COMPUTER Technology,Private,Vocational,Both,Punjab   /   Rawalpindi
BRIGHT STAR VOCATIONAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
SAVAYRA FOUNDATION UK,Private,Vocational,Both,Punjab   /   Rawalpindi
BISMILLAH VOCATIONAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
NIDA DASTKARI CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
RAUF VOCATIOANAL TRANING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
FATIMA JINNAH COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
HAMAEL COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
JANJUAH DRIVING TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
KHURSHID NAMDA CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
DAWOOD VOCATIONAL TRAINING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
FEMALE DELVOPMENT PROGRAM TRAINING,Private,Vocational,Both,Punjab   /   Rawalpindi
NEW KAHUTA TECHNICAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
ZAKI DASTKARI CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
SCIENTIFIC COMPUTER ACADEMY,Private,Vocational,Both,Punjab   /   Rawalpindi
VISA MASTER TECHNICAL TRAINING,Private,Vocational,Both,Punjab   /   Rawalpindi
SALAI KARHAI CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
TABIATI MARKAZ BRAI COMPUTER,Private,Vocational,Both,Punjab   /   Rawalpindi
NRSP DASTKARI SCHOOL,Private,Vocational,Both,Punjab   /   Rawalpindi
"RAWALPINDI SWEDISH INSTITUTE OF TECHNOLOGY,  RAWALPINDI",Private,Vocational,Both,Punjab   /   Rawalpindi
"RAWALPINDI POLYTECHNIC INSTITUTE,  RAWALPINDI",Private,Vocational,Both,Punjab   /   Rawalpindi
RAWALPINDI POLY TECHNIC INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
"SWEDISH INSTITUTERAWALPINDI SWEDISH INSTITUTE OF TECHNOLOGY, BAHADUR PLAZA  RAWALPINDI",Private,Vocational,Both,Punjab   /   Rawalpindi
TECHNICAL TRAINING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
AL- ASKA TECHNICAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
YOUT GROUP SAMTER,Private,Vocational,Both,Punjab   /   Rawalpindi
ZOHRA DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Rawalpindi
SEEMA COMPUTER CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
BAHBOOD COMMUNITY SEWING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
COMMUNITY SEWING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
GLOBEL COMPUTER TRAINING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
RIFFAH SEWING AND TRAINING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
SAWARH BEAUTY PARLOUR AND TRAINING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
BAHBOOD COMMUNITY SEWING SCHOOL,Private,Vocational,Both,Punjab   /   Rawalpindi
HINA DASTAKARI SCHOOL,Private,Vocational,Both,Punjab   /   Rawalpindi
ZAWIA WELFARE TRUST VOCATIONAL INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
ATTOCK SAHARA FOUNDATION,Private,Vocational,Both,Punjab   /   Rawalpindi
RASHID COMMERCIAL COLLEGE,Private,Vocational,Both,Punjab   /   Rawalpindi
WOMEN TECHNICAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
FOUJI FOUNDATION VOCATIONAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
BARANI AGRICULTURE TRAINING INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
THE HAWK ACADEMY AND COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
BEAUTY SPOT TRAINING CENTRE RAW,Private,Vocational,Both,Punjab   /   Rawalpindi
HOOR BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
TULIP BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
MERRY LAND BEAUTY PARLOUR AND TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
LONDON MONTESSORI TEACHERS TRAINING,Private,Vocational,Both,Punjab   /   Rawalpindi
MILLAT VOCATIONAL TRAINING INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
JABEEN BEAUTY PARLOUR TRAINING CENTER,Private,Vocational,Male,Punjab   /   Rawalpindi
NEW - SABAZ BEAUTY PARLOUR TRAINING CENTER,Private,Vocational,Male,Punjab   /   Rawalpindi
"TURAB,S BEAUTY PARLOUR TRAINING CENTRE",Private,Vocational,Male,Punjab   /   Rawalpindi
WOMEN DEVELOPMENT COMPUTER CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
GLOBAL TECHNOLOGIES,Private,Vocational,Male,Punjab   /   Rawalpindi
GRACE BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
NEW FASHION BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
JIA BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
COMMUNITY COMPUTER CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
COMPUTER SCIENTIST,Private,Vocational,Both,Punjab   /   Rawalpindi
RED ROSE BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
AMAN BEAUTY PARLOUR TRAINING CENTER,Private,Vocational,Male,Punjab   /   Rawalpindi
AINA BEAUTY PARLOUR TRAINING CENTER,Private,Vocational,Male,Punjab   /   Rawalpindi
SONO BEAUTY PARLOUR TRAINING CENTER,Private,Vocational,Male,Punjab   /   Rawalpindi
SOHNI BEAUTY PARLOUR TRAINING CENTER,Private,Vocational,Male,Punjab   /   Rawalpindi
COMPUTER CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
DANI BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Male,Punjab   /   Rawalpindi
SHAMAH BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
GLAMER BEAUTY PARLOUR TRAINING CENTER,Private,Vocational,Both,Punjab   /   Rawalpindi
ZIAYEE ENGLISH LANG ANIO COMP CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
HI TECH VOCATIONAL INSTITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
SITARA BEAUTY PARLOUR TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
SUPA COLLEGE,Private,Vocational,Both,Punjab   /   Rawalpindi
NIKHAR BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
AL HAMD INSITITUTE,Private,Vocational,Both,Punjab   /   Rawalpindi
LADDIES PASSION CITIZEN COMMUNITY BOARD,Private,Vocational,Both,Punjab   /   Rawalpindi
STYLISH BEAUTY PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
FIZA BEAUTY INSTITUTE & PARLOUR,Private,Vocational,Both,Punjab   /   Rawalpindi
CAPITAL TRAINING CENTRE,Private,Vocational,Both,Punjab   /   Rawalpindi
GANDHARA ARTS GALLARY,Private,Vocational,Both,Punjab   /   Rawalpindi
