Name,Url,Difficulty,Tags
Learn to Program: Crafting Quality Code,https://coursera.org/learn/program-code,None,"['Computer Science', 'Software Development']"
Social Business Model and Planning for Social Innovation,https://coursera.org/learn/social-business-model,Beginner Level,"['Business', 'Entrepreneurship']"
Understanding Prostate Cancer,https://coursera.org/learn/prostate-cancer,Beginner Level,"['Health', 'Patient Care']"
Здоровье семьи: загадки родословной,https://coursera.org/learn/zdorovye-semi-zagadki-rodoslovnoy,Beginner Level,"['Health', 'Psychology']"
"Bienestar, equidad y derechos humanos",https://coursera.org/learn/bienestar-equidad-derechos-humanos,Beginner Level,"['Health', 'Psychology']"
"Introduction to XR: VR, AR, and MR Foundations",https://coursera.org/learn/xr-introduction,Beginner Level,"['Computer Science', 'Design and Product']"
Coaching Conversations,https://coursera.org/learn/coaching-conversations,Beginner Level,"['Business', 'Leadership and Management']"
Applying Machine Learning to your Data with GCP 日本語版,https://coursera.org/learn/data-insights-gcp-apply-ml-jp,Intermediate Level,"['Information Technology', 'Data Management']"
Big History - From the Big Bang until Today,https://coursera.org/learn/bighistory,Beginner Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
The Blues: Understanding and Performing an American Art Form,https://coursera.org/learn/the-blues,None,"['Arts and Humanities', 'Music and Art']"
Patrocinio Deportivo,https://coursera.org/learn/patrocinio-deportivo,Beginner Level,"['Business', 'Marketing']"
Greening the Economy: Lessons from Scandinavia,https://coursera.org/learn/greening-the-economy,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
Rapid Gameplay Prototyping,https://coursera.org/learn/rapid-gameplay-prototyping,Advanced Level,"['Computer Science', 'Design and Product']"
Preparing for the Google Cloud Professional Data Engineer Exam,https://coursera.org/learn/preparing-cloud-professional-data-engineer-exam,Advanced Level,"['Information Technology', 'Cloud Computing']"
¿Cómo (nos) cambia la Tecnología?,https://coursera.org/learn/comonoscambialatecnologia,Beginner Level,"['Computer Science', 'Design and Product']"
Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles,https://coursera.org/learn/apprendre-comment-apprendre,Beginner Level,"['Personal Development', 'Personal Development']"
Финансовые рынки и институты (Financial Markets and Institutions),https://coursera.org/learn/finansovye-rynki,None,"['Social Sciences', 'Economics']"
Introduction to the Orbital Perspective,https://coursera.org/learn/orbitalperspective,Beginner Level,"['Social Sciences', 'Governance and Society']"
Business Transformation with Google Cloud,https://coursera.org/learn/business-transformation-google-cloud,Beginner Level,"['Business', 'Business Strategy']"
Internet Connection: How to Get Online?,https://coursera.org/learn/internet-connection-how-to-get-online,Beginner Level,"['Information Technology', 'Networking']"
Luther and the West,https://coursera.org/learn/luther-and-the-west,None,"['Arts and Humanities', 'Philosophy']"
Game Development for Modern Platforms,https://coursera.org/learn/gamedev-platforms,None,"['Computer Science', 'Software Development']"
Political Governance and Public Policy in Russia,https://coursera.org/learn/political-governance-russia,Beginner Level,"['Social Sciences', 'Governance and Society']"
Les transitions énergétique-écologiques dans les pays du Sud,https://coursera.org/learn/transitions-energetiques-pays-du-sud,Intermediate Level,"['Social Sciences', 'Economics']"
Эксподизайн: проектирование музейной экспозиции в диалогах дизайнера и музеолога,https://coursera.org/learn/ekspodizayn,Beginner Level,"['Personal Development', 'Personal Development']"
创新思维,https://coursera.org/learn/chuangxin-siwei,None,"['Personal Development', 'Personal Development']"
Introduction to International Criminal Law,https://coursera.org/learn/international-criminal-law,None,"['Social Sciences', 'Law']"
创作吧！微影人！,https://coursera.org/learn/wei-dian-ying-chuang-zuo,None,"['Arts and Humanities', 'Music and Art']"
Спортивное программирование,https://coursera.org/learn/sportivnoe-programmirovanie,Beginner Level,"['Computer Science', 'Algorithms']"
Business Implications of AI: A Nano-course,https://coursera.org/learn/business-implications-ai-nano-course,Advanced Level,"['Business', 'Leadership and Management']"
Planning a Patient Safety or Quality Improvement Project (Patient Safety III),https://coursera.org/learn/patient-safety-project-planning,None,"['Health', 'Healthcare Management']"
Computational Vision,https://coursera.org/learn/mind-machine-computational-vision,Beginner Level,"['Computer Science', 'Algorithms']"
"Faster Together, Enhancing the Recruitment of Minorities in Clinical Trials ",https://coursera.org/learn/recruitment-minorities-clinical-trials,Beginner Level,"['Social Sciences', 'Education']"
Explorando os recursos educacionais da Khan Academy,https://coursera.org/learn/khanacademy,None,"['Math and Logic', 'Math and Logic']"
Getting Started With Music Theory,https://coursera.org/learn/music-theory,Beginner Level,"['Arts and Humanities', 'Music and Art']"
Fundamentals of Macroscopic and Microscopic Thermodynamics,https://coursera.org/learn/macroscopic-microscopic-thermodynamics,Advanced Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
Successful Career Development,https://coursera.org/learn/career-advancement,Beginner Level,"['Personal Development', 'Personal Development']"
Copyright for Multimedia,https://coursera.org/learn/copyright-for-multimedia,None,"['Arts and Humanities', 'Music and Art']"
Skills for Nursing Informatics Leaders,https://coursera.org/learn/skills-for-nursing-informatics-leaders,Beginner Level,"['Health', 'Health Informatics']"
"Content, Advertising & Social IMC",https://coursera.org/learn/social-imc,None,"['Business', 'Marketing']"
Marketing Analytics Capstone Project,https://coursera.org/learn/marketing-analytics-project,None,"['Business', 'Marketing']"
Çok değişkenli Fonksiyon I: Kavramlar / Multivariable Calculus I:  Concepts,https://coursera.org/learn/hesap-calculus-dersi,None,"['Math and Logic', 'Math and Logic']"
Nursing Informatics Leadership Theory and Practice,https://coursera.org/learn/nursing-informatics-leaders,Beginner Level,"['Data Science', 'Data Analysis']"
Entrepreneurship 3: Growth Strategies,https://coursera.org/learn/growth-strategy,Beginner Level,"['Business', 'Entrepreneurship']"
Data Science Math Skills,https://coursera.org/learn/datasciencemathskills,Beginner Level,"['Math and Logic', 'Math and Logic']"
Introduction to GIS Mapping,https://coursera.org/learn/introduction-gis-mapping,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
Big Data: capstone project,https://coursera.org/learn/big-data-proyecto,Advanced Level,"['Data Science', 'Data Analysis']"
The hidden value – Lean in manufacturing and services,https://coursera.org/learn/lean-manufacturing-services,Beginner Level,"['Business', 'Business Essentials']"
New Product Development - develop your own new product,https://coursera.org/learn/new-product-development,Intermediate Level,"['Business', 'Entrepreneurship']"
Droit International de l'Eau Douce,https://coursera.org/learn/droit-international-eau-douce,Intermediate Level,"['Social Sciences', 'Law']"
Magna Carta and its Legacies: Freedom and protest,https://coursera.org/learn/magna-carta,Beginner Level,"['Arts and Humanities', 'History']"
Diseño y Creación de un Emprendimiento Social,https://coursera.org/learn/emprendimiento-social-negocios-sustentable-canvas-sociales,Beginner Level,"['Business', 'Entrepreneurship']"
Google Cloud Platform Fundamentals: Core Infrastructure,https://coursera.org/learn/gcp-fundamentals,Intermediate Level,"['Information Technology', 'Cloud Computing']"
Evaluating Designs with Users,https://coursera.org/learn/evaluating-designs-with-users,Beginner Level,"['Computer Science', 'Design and Product']"
Towards language universals through lexical semantics: introduction to lexical and semantic typology,https://coursera.org/learn/lexical-semantic-typology,Advanced Level,"['Language Learning', 'Other Languages']"
Traditional herbal medicine in supportive cancer care: From alternative to integrative,https://coursera.org/learn/cancer-medicine-alternative-herbal-asia,Beginner Level,"['Health', 'Patient Care']"
Strategy Formulation,https://coursera.org/learn/strategy-formulation,None,"['Business', 'Business Strategy']"
The Evolving Universe,https://coursera.org/learn/evolvinguniverse,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
European Business Law: Doing Business in Europe,https://coursera.org/learn/eu-law-doing-business,None,"['Business', 'Business Essentials']"
"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",https://coursera.org/learn/comparing-genomes,Beginner Level,"['Health', 'Health Informatics']"
Concept Art for Video Games,https://coursera.org/learn/concept-art-video-games,None,"['Arts and Humanities', 'Music and Art']"
Правовые формы ведения бизнеса в России,https://coursera.org/learn/pravovyye-formy-vedeniya-biznesa-rossii,Beginner Level,"['Business', 'Leadership and Management']"
Teaching Impacts of Technology: Fundamentals,https://coursera.org/learn/teach-impacts-technology-fundamentals,Beginner Level,"['Social Sciences', 'Education']"
Statistics for Genomic Data Science,https://coursera.org/learn/statistical-genomics,None,"['Data Science', 'Probability and Statistics']"
Art and Science of Machine Learning,https://coursera.org/learn/art-science-ml,Intermediate Level,"['Data Science', 'Machine Learning']"
"""Espace mondial"" الرؤية الفرنسية للدراسات العالمية",https://coursera.org/learn/espace-mondial-ar,None,"['Social Sciences', 'Governance and Society']"
Managing G Suite,https://coursera.org/learn/managing-g-suite,Beginner Level,"['Computer Science', 'Computer Security and Networks']"
Теория игр (Game Theory),https://coursera.org/learn/game-theory,None,"['Math and Logic', 'Math and Logic']"
Legal aspects of conducting business in Russia,https://coursera.org/learn/legal-business-russia,Beginner Level,"['Business', 'Business Essentials']"
A Brief History of Human Spaceflight,https://coursera.org/learn/human-spaceflight,None,"['Arts and Humanities', 'History']"
Engineering Health: Introduction to Yoga and Physiology,https://coursera.org/learn/engineering-health-yoga-physiology,Beginner Level,"['Health', 'Basic Science']"
Cyber Security in Manufacturing,https://coursera.org/learn/cyber-security-manufacturing,Beginner Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
Nützliches Feedback geben (Giving Helpful Feedback),https://coursera.org/learn/feedback-de,None,"['Business', 'Business Essentials']"
Линейная регрессия,https://coursera.org/learn/lineynaya-regressiya,Intermediate Level,"['Data Science', 'Probability and Statistics']"
Accounting Analysis II: Measurement and Disclosure of Liabilities,https://coursera.org/learn/accounting-analysis-2-liabilities,Intermediate Level,"['Business', 'Business Essentials']"
Introducción a la Estrategia,https://coursera.org/learn/introduccionalaestrategia,None,"['Business', 'Business Essentials']"
Competencias digitales. Conceptos y herramientas básicas,https://coursera.org/learn/competencias-digitales-herramientas-basicas,Beginner Level,"['Personal Development', 'Personal Development']"
Causal Inference,https://coursera.org/learn/causal-inference,Advanced Level,"['Data Science', 'Probability and Statistics']"
Многопоточность,https://coursera.org/learn/ios-multithreading,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
Archaeoastronomy,https://coursera.org/learn/archaeoastronomy,Beginner Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
Social Entrepreneurship,https://coursera.org/learn/wharton-social-entrepreneurship,None,"['Business', 'Entrepreneurship']"
Proyecto de Fundamentos Empresariales de Wharton,https://coursera.org/learn/wharton-proyecto-final-empresariales,None,"['Business', 'Business Essentials']"
Introduction to People Analytics,https://coursera.org/learn/people-analytics,None,"['Data Science', 'Data Analysis']"
Interacting with the System and Managing Memory,https://coursera.org/learn/interacting-system-managing-memory,Beginner Level,"['Computer Science', 'Software Development']"
Machine Learning Foundations: A Case Study Approach,https://coursera.org/learn/ml-foundations,None,"['Data Science', 'Machine Learning']"
Planning for Climate Change in African Cities,https://coursera.org/learn/climate-change-africa,Intermediate Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Genre : quels enjeux ? Violences, globalisation, biomédecine, sexualités.",https://coursera.org/learn/genre,Beginner Level,"['Social Sciences', 'Governance and Society']"
Google Cloud Platform Fundamentals for AWS Professionals,https://coursera.org/learn/gcp-fundamentals-aws,Intermediate Level,"['Computer Science', 'Computer Security and Networks']"
Palo Alto Networks Cybersecurity Gateway II,https://coursera.org/learn/cybersecurity-gateway-2,Intermediate Level,"['Information Technology', 'Security']"
Введение в технологию блокчейн,https://coursera.org/learn/introduction-to-blockchain,Intermediate Level,"['Computer Science', 'Computer Security and Networks']"
Problem Solving Using Computational Thinking,https://coursera.org/learn/compthinking,Beginner Level,"['Computer Science', 'Algorithms']"
Surviving Disruptive Technologies (On Demand),https://coursera.org/learn/surviving-disruptive-technologies,Beginner Level,"['Business', 'Leadership and Management']"
Computer Vision Basics,https://coursera.org/learn/computer-vision-basics,Intermediate Level,"['Computer Science', 'Algorithms']"
Everyday Chinese Medicine,https://coursera.org/learn/everyday-chinese-medicine,Intermediate Level,"['Health', 'Basic Science']"
Foundations of Teaching for Learning: Learners and Learning,https://coursera.org/learn/teaching-learning,None,"['Social Sciences', 'Education']"
The Bits and Bytes of Computer Networking,https://coursera.org/learn/computer-networking,Beginner Level,"['Information Technology', 'Networking']"
Organisational design: Know your organisation,https://coursera.org/learn/organisational-design-know-your-organisation,Beginner Level,"['Business', 'Leadership and Management']"
Introduction to Formal Concept Analysis,https://coursera.org/learn/formal-concept-analysis,Intermediate Level,"['Data Science', 'Data Analysis']"
PrEParing: PrEP for Providers and Patients,https://coursera.org/learn/prep,Beginner Level,"['Health', 'Patient Care']"
Mastering the Software Engineering Interview,https://coursera.org/learn/cs-tech-interview,Intermediate Level,"['Computer Science', 'Software Development']"
Conversational English Skills,https://coursera.org/learn/conversational-english-skills,Beginner Level,"['Language Learning', 'Learning English']"
Diseño de Videojuegos: Una introducción,https://coursera.org/learn/diseno-videojuegos-intro,Beginner Level,"['Computer Science', 'Design and Product']"
"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",https://coursera.org/learn/opioid,Beginner Level,"['Health', 'Public Health']"
Classical papers in molecular genetics,https://coursera.org/learn/papers-molecular-genetics,None,"['Health', 'Basic Science']"
Bajemos la temperatura: De la ciencia climática a la acción,https://coursera.org/learn/cambios-temperatura,Beginner Level,"['Social Sciences', 'Governance and Society']"
Time Value of Money,https://coursera.org/learn/time-value-of-money,Beginner Level,"['Business', 'Finance']"
Charles Darwin: El origen del evolucionismo moderno,https://coursera.org/learn/darwin-origen-evolucionismo-moderno,Intermediate Level,"['Health', 'Basic Science']"
Addiction Treatment: Clinical Skills for Healthcare Providers,https://coursera.org/learn/addiction-treatment,Beginner Level,"['Health', 'Patient Care']"
Неорганическая химия: Введение в химию элементов (Inorganic chemistry: Introduction to chemistry of the elements),https://coursera.org/learn/neorganicheskaya-khimiya,Intermediate Level,"['Physical Science and Engineering', 'Chemistry']"
"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World",https://coursera.org/learn/holocaust-introduction-1,None,"['Arts and Humanities', 'History']"
Intel® Network Academy - Network Transformation 101,https://coursera.org/learn/network-transformation-101,Beginner Level,"['Information Technology', 'Networking']"
Agricultura urbana y periurbana,https://coursera.org/learn/agricultura-urbana,Beginner Level,"['Health', 'Nutrition']"
Introduction to Human Behavioral Genetics,https://coursera.org/learn/behavioralgenetics,None,"['Health', 'Psychology']"
The New Nordic Diet - from Gastronomy to Health,https://coursera.org/learn/new-nordic-diet,None,"['Health', 'Nutrition']"
"Modern Robotics, Course 1:  Foundations of Robot Motion",https://coursera.org/learn/modernrobotics-course1,Intermediate Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
مقدمة عن التفاوض: دليل استراتيجي لتصبح مُفاوضًا ذا مبادئ ومُقنعًا,https://coursera.org/learn/negotiation-ar,None,"['Business', 'Business Essentials']"
The Business of Social,https://coursera.org/learn/business-of-social,None,"['Business', 'Marketing']"
Inferential Statistics,https://coursera.org/learn/inferential-statistics,None,"['Data Science', 'Probability and Statistics']"
Esports Management Capstone Project,https://coursera.org/learn/esports-management-capstone-project,Beginner Level,"['Business', 'Leadership and Management']"
Generative Design for Part Consolidation,https://coursera.org/learn/generative-design-part-consolidation,Advanced Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
Quantitative Methods,https://coursera.org/learn/quantitative-methods,None,"['Physical Science and Engineering', 'Research Methods']"
Thomas Berry的世界观：地球社区的繁荣 (The Worldview of Thomas Berry: The Flourishing of the Earth Community),https://coursera.org/learn/diqiu-fanrong,None,"['Arts and Humanities', 'History']"
Dog Emotion and Cognition,https://coursera.org/learn/dog-emotion-and-cognition,None,"['Health', 'Animal Health']"
Science of Exercise,https://coursera.org/learn/science-exercise,Beginner Level,"['Health', 'Basic Science']"
Deciphering Secrets: The Illuminated Manuscripts of Medieval Europe,https://coursera.org/learn/medieval-europe,Beginner Level,"['Arts and Humanities', 'History']"
Writing Winning Resumes and Cover Letters,https://coursera.org/learn/resume-writing,Intermediate Level,"['Business', 'Business Essentials']"
The Fall and Rise of Jerusalem,https://coursera.org/learn/jerusalem,None,"['Arts and Humanities', 'History']"
Cómputo evolutivo,https://coursera.org/learn/computo-evolutivo,Intermediate Level,"['Computer Science', 'Algorithms']"
Preparing for the Google Cloud Professional Data Engineer Exam 日本語版,https://coursera.org/learn/preparing-cloud-professional-data-engineer-exam-jp,Advanced Level,"['Information Technology', 'Cloud Computing']"
Basic Notions in Physics - רעיונות מרכזיים בפיזיקה,https://coursera.org/learn/physics-intro,Beginner Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
Population Health: Responsible Data Analysis,https://coursera.org/learn/responsible-data-analysis,Beginner Level,"['Data Science', 'Data Analysis']"
Цифровой маркетинг и социальные сети,https://coursera.org/learn/cifrovoj-marketing,Intermediate Level,"['Business', 'Marketing']"
Understanding Financial Markets,https://coursera.org/learn/understanding-financial-markets,Beginner Level,"['Business', 'Finance']"
Global Health and Humanitarianism,https://coursera.org/learn/health-humanitarianism,Beginner Level,"['Social Sciences', 'Governance and Society']"
Finance For Everyone: Value,https://coursera.org/learn/finance-value,None,"['Business', 'Finance']"
Copyright for Educators & Librarians,https://coursera.org/learn/copyright-for-education,None,"['Social Sciences', 'Education']"
Rethinking Ageing:  Are we prepared to live longer?,https://coursera.org/learn/ageing,Beginner Level,"['Health', 'Public Health']"
Roman Art and Archaeology,https://coursera.org/learn/roman-art-archaeology,None,"['Arts and Humanities', 'History']"
The Blockchain,https://coursera.org/learn/uciblockchain,Beginner Level,"['Computer Science', 'Algorithms']"
Инструменты позитивной психологии в менеджменте. Курс для руководителей,https://coursera.org/learn/instrumenty-pozitivnoy-psikhologii-menedzhmente,Beginner Level,"['Personal Development', 'Personal Development']"
Object-Oriented Design,https://coursera.org/learn/object-oriented-design,Intermediate Level,"['Computer Science', 'Software Development']"
Corporate Finance II: Financing Investments and Managing Risk,https://coursera.org/learn/corporate-finance-two,None,"['Business', 'Finance']"
Diseñando páginas web con Bootstrap 4,https://coursera.org/learn/disenando-paginas-bootstrap4,Beginner Level,"['Computer Science', 'Mobile and Web Development']"
Calvin - Histoire et réception d'une Réforme,https://coursera.org/learn/calvin,Beginner Level,"['Arts and Humanities', 'History']"
AI Capstone Project with Deep Learning,https://coursera.org/learn/ai-deep-learning-capstone,Advanced Level,"['Data Science', 'Machine Learning']"
Introducción a la Gestión de Operaciones,https://coursera.org/learn/wharton-gestion-operaciones,None,"['Business', 'Business Strategy']"
"Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies",https://coursera.org/learn/dementia-care,Beginner Level,"['Health', 'Patient Care']"
Probabilistic Graphical Models 3: Learning,https://coursera.org/learn/probabilistic-graphical-models-3-learning,Advanced Level,"['Data Science', 'Machine Learning']"
Google Cloud Platform Big Data and Machine Learning Fundamentals em Português Brasileiro,https://coursera.org/learn/gcp-big-data-ml-fundamentals-br,Intermediate Level,"['Data Science', 'Machine Learning']"
Introduction and Programming with IoT Boards,https://coursera.org/learn/introduction-iot-boards,Beginner Level,"['Information Technology', 'Cloud Computing']"
Teaching Character and Creating Positive Classrooms,https://coursera.org/learn/teaching-character,None,"['Social Sciences', 'Education']"
Art and Science of Machine Learning en Français,https://coursera.org/learn/art-science-ml-fr,Intermediate Level,"['Data Science', 'Machine Learning']"
Designing data-intensive applications,https://coursera.org/learn/data-intensive-applications,Intermediate Level,"['Data Science', 'Data Analysis']"
قيادة الفرق,https://coursera.org/learn/leading-teams-ar,None,"['Business', 'Leadership and Management']"
史記 (Shi Ji),https://coursera.org/learn/shiji,Beginner Level,"['Arts and Humanities', 'History']"
"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud",https://coursera.org/learn/cloud-applications-part2,None,"['Computer Science', 'Computer Security and Networks']"
Requirements Writing,https://coursera.org/learn/requirements-writing,None,"['Physical Science and Engineering', 'Electrical Engineering']"
Introducción al Arte Sonoro,https://coursera.org/learn/introduccion-arte-sonoro,Beginner Level,"['Arts and Humanities', 'Music and Art']"
Launching into Machine Learning em Português Brasileiro,https://coursera.org/learn/launching-machine-learning-br,Intermediate Level,"['Data Science', 'Machine Learning']"
"Desarrollo de Aplicaciones Mobile Multiplataforma con Nativescript, Angular y Redux",https://coursera.org/learn/aplicaciones-mobile-multiplataforma-nativescript-angular-redux,Beginner Level,"['Computer Science', 'Mobile and Web Development']"
Excel Skills for Business: Advanced,https://coursera.org/learn/excel-advanced,Intermediate Level,"['Business', 'Business Essentials']"
Understanding Korean Politics,https://coursera.org/learn/understanding-korean-politics,Beginner Level,"['Social Sciences', 'Governance and Society']"
Arte 3D y animación en videojuegos,https://coursera.org/learn/videojuegos-animation,None,"['Computer Science', 'Design and Product']"
Оценка стоимости компании,https://coursera.org/learn/ocenka-stoimosti-kompanii,None,"['Business', 'Finance']"
Handheld AR App Development with Unity,https://coursera.org/learn/handheld-ar,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
Predictive Modeling and Analytics,https://coursera.org/learn/predictive-modeling-analytics,None,"['Data Science', 'Data Analysis']"
Intellectual Humility: Practice,https://coursera.org/learn/intellectual-humility-practice,Beginner Level,"['Arts and Humanities', 'Philosophy']"
Practical Predictive Analytics: Models and Methods,https://coursera.org/learn/predictive-analytics,None,"['Data Science', 'Data Analysis']"
Regression Modeling in Practice,https://coursera.org/learn/regression-modeling-practice,None,"['Data Science', 'Probability and Statistics']"
Assessment for Learning,https://coursera.org/learn/assessmentforlearning,Beginner Level,"['Social Sciences', 'Education']"
Esports Teams and Professional Players,https://coursera.org/learn/esports-teams-professional-players,Beginner Level,"['Business', 'Leadership and Management']"
Créer et développer une startup technologique,https://coursera.org/learn/startup-technologique,None,"['Business', 'Entrepreneurship']"
Статистические методы в гуманитарных исследованиях,https://coursera.org/learn/statistics-for-humanities,Intermediate Level,"['Data Science', 'Probability and Statistics']"
The Oral Cavity: Portal to Health and Disease,https://coursera.org/learn/oralcavity,Intermediate Level,"['Health', 'Basic Science']"
"Teaching Impacts of Technology: Data Collection, Use, and Privacy",https://coursera.org/learn/teach-impacts-technology-data,Beginner Level,"['Social Sciences', 'Education']"
Valuación de empresas,https://coursera.org/learn/valuacionempresas,Intermediate Level,"['Business', 'Finance']"
How Google does Machine Learning en Español,https://coursera.org/learn/google-machine-learning-es,Intermediate Level,"['Data Science', 'Machine Learning']"
Practical Machine Learning,https://coursera.org/learn/practical-machine-learning,None,"['Data Science', 'Machine Learning']"
Herbal Medicine,https://coursera.org/learn/herbalmedicine,Intermediate Level,"['Health', 'Patient Care']"
Creative Problem Solving,https://coursera.org/learn/creative-problem-solving,None,"['Personal Development', 'Personal Development']"
Agile Software Development,https://coursera.org/learn/agile-software-development,Intermediate Level,"['Computer Science', 'Software Development']"
"Problem Solving, Python Programming, and Video Games",https://coursera.org/learn/problem-solving-programming-video-games,Beginner Level,"['Computer Science', 'Software Development']"
Fundamentals of Scalable Data Science,https://coursera.org/learn/ds,Beginner Level,"['Data Science', 'Data Analysis']"
Identifying Security Vulnerabilities,https://coursera.org/learn/identifying-security-vulnerabilities,Intermediate Level,"['Computer Science', 'Computer Security and Networks']"
Introduction to Personal Branding,https://coursera.org/learn/personal-branding,Beginner Level,"['Personal Development', 'Personal Development']"
剪辑：像编剧一样剪辑,https://coursera.org/learn/jian-ji,Beginner Level,"['Arts and Humanities', 'Music and Art']"
Основы бизнес-планирования и маркетинга,https://coursera.org/learn/osnovy-biznes-planirovaniya-marketinga,Beginner Level,"['Business', 'Business Essentials']"
"American Education Reform: History, Policy, Practice",https://coursera.org/learn/edref,None,"['Arts and Humanities', 'History']"
Cybersecurity Policy for Aviation and Internet Infrastructures,https://coursera.org/learn/cybersecurity-policy-aviation-internet,Beginner Level,"['Social Sciences', 'Governance and Society']"
From the Big Bang to Dark Energy,https://coursera.org/learn/big-bang,Beginner Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
Effectively delivering the news to your audience,https://coursera.org/learn/deliver-the-news,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
History of Medical Cannabis,https://coursera.org/learn/history-medical-cannabis-cbd-thc,Beginner Level,"['Health', 'Public Health']"
"A tanulás tanulása: Hatékony mentális eszközök, melyek segítenek megbirkózni a nehéz tantárgyakkal (Learning How to Learn)",https://coursera.org/learn/a-tanulas-tanulasa,Beginner Level,"['Personal Development', 'Personal Development']"
Introdução ao Marketing Analítico,https://coursera.org/learn/marketing-analitico,None,"['Business', 'Marketing']"
The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process,https://coursera.org/learn/nonprofit-gov-2,None,"['Business', 'Leadership and Management']"
Элементы атомной и ядерной физики,https://coursera.org/learn/elementy-atomnoj-i-yadernoj-fiziki,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
Know Thyself - The Value and Limits of Self-Knowledge: The Unconscious,https://coursera.org/learn/know-thyself-the-unconscious,Intermediate Level,"['Arts and Humanities', 'Philosophy']"
Finance for Everyone Capstone Project,https://coursera.org/learn/finance-capstone,None,"['Business', 'Finance']"
"Sit Less, Get Active",https://coursera.org/learn/get-active,Beginner Level,"['Personal Development', 'Personal Development']"
Interest Rate Models,https://coursera.org/learn/interest-rate-models,Advanced Level,"['Business', 'Finance']"
Building Web Applications in PHP,https://coursera.org/learn/web-applications-php,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
Big Data: adquisición y almacenamiento de datos,https://coursera.org/learn/adquisicion-almacenamiento-de-datos,Intermediate Level,"['Data Science', 'Data Analysis']"
Optimizing Machine Learning Performance,https://coursera.org/learn/optimize-machine-learning-model-performance,None,"['Data Science', 'Machine Learning']"
Analyzing the Universe,https://coursera.org/learn/analyze,Beginner Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
Successful Presentation,https://coursera.org/learn/presentation-skills,Beginner Level,"['Business', 'Business Essentials']"
The Marketing Plan,https://coursera.org/learn/marketingplan,None,"['Business', 'Marketing']"
Algorithms on Graphs,https://coursera.org/learn/algorithms-on-graphs,Intermediate Level,"['Computer Science', 'Algorithms']"
Meaningful Predictive Modeling,https://coursera.org/learn/meaningful-predictive-modeling,Intermediate Level,"['Data Science', 'Data Analysis']"
Cross-border road transport in EU law context,https://coursera.org/learn/transport-eu-law,Advanced Level,"['Social Sciences', 'Law']"
Fixing Healthcare Delivery 2.0: Advanced Lean,https://coursera.org/learn/fixing-healthcare-delivery-advanced-lean,None,"['Health', 'Healthcare Management']"
Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,https://coursera.org/learn/mechanics-1,None,"['Physical Science and Engineering', 'Mechanical Engineering']"
Chinese for Beginners,https://coursera.org/learn/learn-chinese,None,"['Language Learning', 'Other Languages']"
Migrations internationales : un enjeu mondial,https://coursera.org/learn/migrations-internationales,Beginner Level,"['Social Sciences', 'Governance and Society']"
Emprendimiento y métodos ágiles de desarrollo en videojuegos,https://coursera.org/learn/videojuegos-emprendimiento,Beginner Level,"['Computer Science', 'Design and Product']"
Curanderismo: Traditional Healing of the Body,https://coursera.org/learn/curanderismo-traditional-healing-body,Beginner Level,"['Arts and Humanities', 'History']"
Reasoning Across the Disciplines,https://coursera.org/learn/critical-reasoning,Beginner Level,"['Arts and Humanities', 'Philosophy']"
African cities : An Introduction to Urban Planning,https://coursera.org/learn/african-cities1,Intermediate Level,"['Social Sciences', 'Governance and Society']"
Web Application Development: Basic Concepts,https://coursera.org/learn/web-app,None,"['Computer Science', 'Mobile and Web Development']"
Enseñanza de las matemáticas de primaria,https://coursera.org/learn/ensenanza-matematicas-primaria,Beginner Level,"['Math and Logic', 'Math and Logic']"
Financial Risk Management with R,https://coursera.org/learn/financial-risk-management-with-r,Intermediate Level,"['Business', 'Finance']"
Major and Principal Gifts,https://coursera.org/learn/major-principal-gifts,Beginner Level,"['Business', 'Business Strategy']"
